item_id,attribute_list
10657,16445 12575 10194 17556 17553 10678 1665 5675 5649 10689
10658,5258 4244 953 213 5261 1076 566 5051 4843 4240
10659,17900 17752 17307 17911 17907 17759 17416 17457 17442 17921
10660,5066 517 4607 4240 512 4244 4603 249 248 507
10661,4265 4719 10537 12801 12804 13688 13677 12812 10536 8494
10662,4265 9543 9446 9596 9573 9635 9534 9426 9649 9425
10663,3351 1117 14449 5786 15831 5434 1787 14456 5464 1836
10664,8525 16580 10586 8310 10534 10522 8308 10254 10571 10608
10665,7702 504 7264 84 9038 3031 17585 1098 13010 13759
10666,6210 12765 16114 7681 84 3890 258 246 169 4046
10667,5433 17900 17911 17376 17907 17381 17344 17411 10906 14037
10668,1986 5275 2770 10660 16781 3817 5128 8270 4980 13357
10669,5474 5030 339 757 5043 333 331 329 328 344
10670,5212 9392 3467 3472 3471 7655 3469 7652 3464 7657
10671,17381 17740 17900 17907 17911 17553 17921 10066 10060 17954
10672,758 11274 2886 2831 15953 2832 11342 2836 11336 11302
10673,3402 5963 14448 898 15119 6006 6493 15145 15151 14449
10674,758 1890 10943 16342 4265 11057 10339 10535 8299 10536
10675,14384 14179 13946 10121 13310 15887 4719 11240 14625 7035
10676,4265 4094 6063 8032 17259 6071 7290 4093 14052 17729
10677,3659 6210 12791 12795 7354 12811 12746 12814 12750 12803
10678,758 9392 5212 6354 10943 7001 6589 10302 5245 10960
10679,3659 10500 5212 9392 1185 2987 4887 14967 14963 14998
10680,10943 7001 6354 293 291 5869 298 1111 5209 5207
10681,1902 8513 13975 13971 1900 1901 8494 13941 13942 8491
10682,4545 5086 4532 333 331 329 328 5099 4538 324
10683,1185 2987 4887 3659 10500 10574 7096 11005 17307 7897
10684,4719 11943 17524 17513 2088 8484 17520 11944 2082 15507
10685,1890 758 9441 18014 4610 13549 11471 1239 1801 5165
10686,4265 13237 10327 7113 7116 14085 16969 8233 14744 16974
10687,2204 2178 9275 15727 16646 14687 8401 16112 14677 14681
10688,4029 4023 1725 1619 3992 1722 1715 1709 3953 1730
10689,6493 14456 2846 12575 14449 6530 15831 12556 12548 15785
10690,3351 5596 14259 5369 3459 3130 14955 12686 6356 947
10691,328 5733 1499 5051 339 5066 333 331 5074 329
10692,14052 12402 12415 14037 12825 12410 12830 2762 8139 17854
10693,10943 12820 12825 12748 12807 6354 7001 2204 2178 14181
10694,3769 12740 14998 15119 12548 14868 6530 5464 3560 15109
10695,15148 1833 10962 17126 3839 17502 17346 998 3799 763
10696,1890 758 325 14751 11694 16292 11453 3342 13878 11840
10697,16342 11057 5403 11241 17409 17235 8054 7731 550 2183
10698,10943 10500 3659 14261 6292 6261 1117 6259 3899 12584
10699,7216 7184 12825 12820 175 13708 7268 17578 12807 8139
10700,1185 2987 4887 3853 10948 11157 2575 6188 15039 11840
10701,10678 7828 10060 10066 17412 7290 8572 10288 17308 9849
10702,1459 17416 17830 1533 8023 17618 1542 10238 17412 2558
10703,5212 9392 758 1890 17411 17457 17207 7271 17412 11034
10704,10267 17900 17921 17308 8281 17553 17393 10060 10288 17556
10705,14868 3492 7377 10426 12556 14869 7374 12548 16817 16832
10706,1890 11069 11730 7116 11513 11074 11723 10692 7113 7117
10707,758 1890 333 5801 344 5836 5833 339 4607 5815
10708,758 1890 4265 13237 8920 14681 14687 2084 14693 8942
10709,16342 11057 13237 3659 1187 187 5611 4770 190 5013
10710,2178 2204 11262 11273 7577 2067 2068 17339 6223 9567
10711,1542 17954 1946 1581 17376 17759 1576 2587 15487 17752
10712,17393 16807 17381 10267 10753 10754 9790 17900 17911 17907
10713,13237 12943 4265 10653 2229 10707 10700 10692 10677 2219
10714,17898 16394 1492 3868 788 1687 4205 6437 9332 15376
10715,5399 3156 15230 5347 1080 14285 3176 5369 14261 14259
10716,1607 6041 6051 3976 6046 1736 4055 3958 1730 3992
10717,6063 1661 4025 1605 6046 6139 3958 1715 1669 1554
10718,4265 17908 11409 9352 17019 7364 12711 14818 17373 2782
10719,17395 3759 325 10948 6339 11501 13878 11453 11157 6188
10720,1890 758 9923 9908 15872 14811 14799 15868 9968 9938
10721,1890 758 2178 5403 2204 2987 1185 4887 17409 7106
10722,10943 13908 7099 9640 13887 11241 11254 7087 13058 13876
10723,72 480 720 732 1030 494 248 249 1040 74
10724,13576 11057 16342 2843 10338 5367 5250 14060 5643 2067
10725,7642 10624 17854 8054 9855 17759 17618 10540 17411 7505
10726,5038 14401 10260 10262 14404 10272 16805 5039 3353 5056
10727,1890 758 14060 2843 13576 10338 5367 5250 4265 7001
10728,10500 4265 11057 7599 2510 15593 12567 10979 12478 13093
10729,10376 10401 10351 10360 10364 10348 10390 10458 10447 14367
10730,758 1890 8974 1793 13326 10274 6687 8976 8986 8401
10731,3759 3342 6188 13878 14004 14751 14884 15039 4395 3853
10732,10060 8281 2200 4162 17393 17412 10881 10288 17457 17729
10733,758 10943 606 7356 4293 11208 5166 11215 7873 12130
10734,271 6567 10302 5245 2987 1185 4887 3659 9145 9153
10735,4887 2987 1185 3136 15880 12575 12584 15119 3130 12556
10736,4764 9118 6050 11262 5823 5643 7305 7577 597 10976
10737,10851 12390 12395 7929 7928 10849 7926 10845 12391 10857
10738,2178 2204 4265 13576 5367 11057 2843 5250 14060 10338
10739,516 4843 500 4803 507 512 4791 517 538 4861
10740,758 1890 8326 13231 12811 7169 12797 7175 12803 7172
10741,13237 14847 1997 9325 9327 9329 9319 14845 7064 9341
10742,1890 758 5403 5212 9392 13237 14751 2089 3759 11501
10743,271 12470 9362 257 7514 12468 12485 12484 9037 9356
10744,4795 1185 2987 4887 3686 5849 6404 14315 15230 5464
10745,4614 4607 5670 4630 11650 1313 6891 507 4617 512
10746,16114 84 7681 7264 3890 12765 6210 3506 3492 12788
10747,4265 12062 7481 12060 12406 7464 10790 7486 7463 11371
10748,5212 9392 5347 5849 14998 12556 5870 1080 15151 4088
10749,13237 15685 13231 6622 6597 15357 6613 6614 6619 6578
10750,15470 9308 9312 14480 14481 15037 9063 9299 15040 16183
10751,1722 6112 6118 3953 1720 3955 3994 3958 1730 6103
10752,11057 16342 758 1890 14362 9939 14347 8603 14349 1843
10753,2616 14751 3342 17395 17417 11501 4395 6461 14884 6339
10754,17393 16364 10807 16365 9846 16856 10066 17307 17050 17344
10755,1080 5572 3560 5580 14923 6493 5679 5819 746 3855
10756,4887 2987 1185 13526 17585 10123 8841 15756 17961 731
10757,16154 7383 1824 16162 13821 10210 10223 7377 1843 7406
10758,17416 10446 464 17409 17411 17412 2152 8054 17618 16130
10759,758 823 371 838 4556 825 5605 824 151 4900
10760,8827 11408 15769 17228 11281 8058 15361 3113 4046 15922
10761,9392 5212 2612 8854 13587 14480 14479 15166 6203 6200
10762,758 9392 5004 5030 5027 293 678 291 5013 682
10763,11829 12536 14707 6933 6927 11835 3474 6923 11844 3470
10764,4077 1554 1648 1619 4055 1614 1607 4025 1569 1547
10765,14448 14456 2846 15785 1117 12548 6493 12575 14449 6530
10766,1890 758 13231 6567 271 2987 10302 4887 10432 6940
10767,13237 13277 12725 3238 2597 6103 3243 3242 2126 1725
10768,2987 4887 1185 5250 758 1890 2843 7317 7347 7355
10769,11057 5367 14060 10338 5250 13576 2843 3342 15039 6339
10770,2843 10338 14060 5367 13576 4603 1030 339 5326 4614
10771,5212 1070 678 11518 7873 682 11681 5110 1076 4742
10772,16342 11057 5420 4275 5432 5422 4244 5414 4280 1076
10773,1890 758 7374 7377 6906 6902 7356 12066 12062 12060
10774,5250 10338 14060 2178 6354 10943 13576 2204 7001 2843
10775,12507 9818 12514 12512 9807 13372 12510 7035 13373 16751
10776,15685 8841 17961 17585 1742 6202 5880 1870 11465 11498
10777,10943 6354 7001 12556 1117 12584 15785 14917 12575 14449
10778,1890 758 16457 10692 7520 8814 16470 12130 8820 16451
10779,5212 9392 4719 12473 6696 12457 6754 1946 11324 6891
10780,7001 2843 6354 10338 14060 5367 10943 13576 13231 15703
10781,5212 4265 11057 16342 7577 6050 597 9567 6223 17188
10782,1665 12825 1766 1946 1787 12748 1446 1647 12807 12820
10783,271 10943 7001 6567 6687 2612 16522 8441 8431 14260
10784,15691 11917 15687 10369 10368 11912 10357 11918 10371 10363
10785,1890 758 10338 14060 5367 2843 15488 15495 6006 6016
10786,4265 13613 13622 17214 13609 6041 13677 13665 6046 13639
10787,16342 11057 2381 5428 6223 597 2067 1433 9118 7577
10788,758 1890 17854 17307 17308 8242 17900 17954 17556 17159
10789,16342 11057 13231 10943 12943 6354 7001 12297 10711 12334
10790,15969 2510 3859 3007 11055 13163 7220 9482 8693 10529
10791,16448 14519 3803 14511 12376 17428 3811 17430 3777 10766
10792,15685 7702 731 6579 13526 17585 6922 8841 1870 5015
10793,15922 12556 2846 12575 6493 14397 14923 12548 15880 15300
10794,12765 16114 6210 7264 7681 3890 84 10226 15911 15938
10795,16509 17490 13918 13606 15770 17420 16220 12465 12872 17245
10796,1966 2541 620 3395 3659 10500 15958 1012 9392 17728
10797,13134 13191 13083 13085 13098 13111 13113 13120 13046 13289
10798,12943 6139 1722 1648 3953 3955 6071 4094 1569 4022
10799,4719 13314 2277 2293 2292 15625 1295 13327 6029 2275
10800,4719 5130 460 14456 5649 1086 3769 12740 4322 3775
10801,16445 2660 8531 2665 6623 14226 1521 2671 10066 14602
10802,10762 8009 7968 7973 7974 10760 7036 10745 7984 10791
10803,1185 2987 4887 1005 5819 3402 4088 5786 5347 14923
10804,14278 6311 8202 11085 14260 8203 11074 6315 3470 14277
10805,12820 12748 12825 12807 14107 2587 15996 14473 14109 14813
10806,1669 6118 3958 1648 1736 3976 1709 3994 3953 4025
10807,16969 9215 6103 13497 3931 17565 14167 9255 9226 9209
10808,6922 8841 6579 7702 12812 8133 8128 12860 8124 12877
10809,15363 2660 15368 6947 2687 16057 15589 6724 2671 6696
10810,4265 11155 10137 11334 12549 12562 12545 6046 12544 7483
10811,758 1890 5245 2987 4887 1185 6940 13237 10432 7083
10812,15969 17420 12138 3007 12465 16220 17490 3859 12872 3193
10813,12825 12807 12748 12820 11057 16342 5043 5186 5599 4306
10814,16342 11057 13231 5013 4986 1076 1070 298 4947 1040
10815,15230 15300 3130 14456 5713 14917 3291 14449 952 14448
10816,1890 758 5212 1140 5209 4413 1137 4412 223 5207
10817,4719 5794 8627 13357 15917 10137 11155 8435 17273 1986
10818,4265 6354 10943 7001 13237 464 7317 17854 17740 8281
10819,7715 4695 3113 4046 8058 15769 11408 15361 8827 11281
10820,1890 758 4861 4743 4770 4789 4791 4803 4843 4853
10821,15117 15091 15166 15152 15131 15120 15118 15216 15068 15060
10822,10943 17740 9790 8281 17457 17442 17578 8054 17207 8531
10823,4265 1547 1648 4009 6041 1605 6039 6139 4029 1736
10824,5015 15685 6922 731 7702 10123 1742 1870 8841 15756
10825,1890 758 13237 9392 5212 11057 16342 4265 1986 14267
10826,2987 4887 1185 758 1890 13237 2575 10948 2616 11694
10827,15456 10977 6455 6457 3186 15457 9065 15455 9060 3177
10828,5317 663 640 652 654 5326 5324 5364 5305 939
10829,16342 11057 2987 271 4887 6567 1185 758 6210 16114
10830,2027 587 615 489 434 677 482 550 2200 2152
10831,8054 17670 17495 17553 17556 8139 17344 17618 8242 17737
10832,4265 13237 14362 8111 1933 8118 14347 1945 1964 8124
10833,17188 11057 16342 14883 2068 2924 149 14587 6050 7305
10834,5367 14060 13576 10338 2843 5250 16445 7480 7505 14500
10835,10500 3659 5212 6034 11779 1969 1971 11788 6028 5986
10836,13231 4719 5679 12686 840 12707 14449 5675 14967 5922
10837,758 1890 4265 4093 1569 1605 1607 4055 4077 1551
10838,10378 12941 13286 13898 3605 9296 6934 13741 14761 10215
10839,17159 16445 17161 17751 17752 434 7716 17759 2183 2200
10840,4729 5885 5900 4711 4721 629 606 4743 640 4678
10841,758 1890 5367 5250 10943 14060 13576 6354 7001 10338
10842,6354 10943 7001 14998 14449 5713 3208 921 3560 5675
10843,4719 10066 9846 9849 17495 9895 10060 17553 10267 10288
10844,3686 3769 3560 3586 3593 3459 3713 3855 3783 3452
10845,758 1890 8326 6293 14259 6292 6356 14315 3351 3130
10846,10943 7001 6354 7520 7512 12060 7528 12058 17520 9109
10847,5212 9392 758 1890 5207 5815 4393 5209 4376 4362
10848,16342 11057 4023 8242 9846 4029 9849 4025 10194 17737
10849,758 13237 3953 17068 3976 17051 2737 2739 3958 3994
10850,1793 6923 14038 10339 3976 10330 10349 10322 10327 10351
10851,7012 7642 12227 11401 587 13864 8681 318 8652 2121
10852,1661 1709 1648 3953 1614 3958 1547 1715 3976 6039
10853,12765 84 7264 3890 16114 6292 6293 12548 3402 5603
10854,6754 15337 15363 6724 14139 11324 1946 1446 12415 12473
10855,10843 9855 17495 11034 17235 8054 10267 7407 16130 9849
10856,3659 10500 13237 758 10085 15698 10960 8982 2362 6661
10857,444 439 482 2183 2192 464 2200 434 11694 11692
10858,15831 6046 2846 15230 15300 14917 6051 12556 14397 6063
10859,482 439 2121 2200 2109 444 677 464 615 550
10860,84 3890 12765 6210 16114 3659 4265 8326 10500 12943
10861,1521 2808 2649 1232 1586 1464 1229 2793 1459 2687
10862,2987 4887 2204 2178 10432 7083 6940 10302 5245 4603
10863,998 15508 9520 16863 1623 6787 16177 17475 8161 17421
10864,6376 6403 15835 6351 15832 6364 6365 6311 6379 15805
10865,15880 15079 921 15230 5870 6293 15785 6292 3402 14315
10866,2665 12820 15996 1581 12807 1586 6623 2687 6624 14720
10867,4719 4795 10309 13839 5676 13063 1801 15436 4341 5363
10868,4265 3474 10650 10677 15632 15630 15639 10700 10692 15642
10869,12536 12543 2326 17129 8277 6290 2328 1933 1669 14137
10870,6006 12548 15109 1569 14923 6356 4055 5870 921 15785
10871,838 5105 5185 5166 579 1070 1076 5130 5196 5110
10872,10943 6354 7001 11057 16342 13231 7118 7123 7117 7125
10873,756 15274 9352 10068 3188 17019 11409 2782 15244 14818
10874,5922 5963 12707 14341 12740 12686 5925 14358 6016 12665
10875,1870 12500 11364 5253 9861 5254 12504 5259 8771 9857
10876,13231 5794 8270 5128 3572 14125 3817 5275 8435 17273
10877,4878 4865 14799 4896 14811 4902 4852 4861 14790 4862
10878,4651 464 4717 439 17670 444 4687 2386 11191 1236
10879,7064 1725 1715 7075 16699 1722 7089 12695 7050 1730
10880,758 1890 11057 4265 17490 16220 12872 16432 17420 13606
10881,15300 12584 6530 15230 12548 6493 15831 14917 14397 1117
10882,6156 5693 5713 3223 5649 5675 5679 1665 5620 3176
10883,6354 7001 10943 1890 5212 758 4341 8728 4610 5363
10884,4719 11694 11692 4046 3113 11157 6461 6339 3342 15039
10885,5105 5110 678 682 5086 5099 697 5074 720 732
10886,13231 8774 9555 11334 8144 11494 8435 13357 14267 11155
10887,10432 6940 5245 10302 7083 1902 13688 1900 1901 13692
10888,12682 12707 12575 14998 12665 12548 12686 15109 15079 3176
10889,11694 2616 8326 4795 13878 16429 17417 9941 2575 12456
10890,1890 758 13237 9945 9520 10962 17475 7433 998 17421
10891,8326 17395 17417 17540 13231 6461 6188 2575 14884 9941
10892,4795 6202 7702 10123 15685 17585 731 5880 6922 6579
10893,8774 3817 15917 16781 17273 8144 11334 5128 10660 3572
10894,12641 6646 12658 12651 2126 6661 12638 12606 12617 6667
10895,13237 2084 14528 14526 8910 14481 14480 2094 14474 8871
10896,12492 12507 8060 10762 7984 4430 10745 4495 4434 10707
10897,13231 5245 6940 7083 10302 10432 4645 4635 4653 4650
10898,1890 758 291 1030 1013 5869 298 5086 293 5075
10899,16342 11057 17961 6922 5880 6202 5015 1870 6579 9865
10900,11214 7305 14883 1433 597 10589 14587 4764 9118 5643
10901,1185 2987 4887 17480 14551 10180 10192 10196 14543 17470
10902,11057 16342 1185 2987 4887 5245 6940 10302 10432 7083
10903,2178 2204 2974 13688 13677 13665 13639 13622 13692 2979
10904,7978 8023 7887 7939 7962 7828 17578 8054 17556 8032
10905,1946 14107 14473 1446 14109 1633 14102 14500 14491 10194
10906,9392 5212 10943 7001 6354 5433 4914 331 333 328
10907,10943 8326 2987 4887 6354 7001 2068 6223 9567 2067
10908,3659 10500 12707 14259 14261 8242 9953 12682 9895 12686
10909,7083 5245 6940 758 2987 1185 4887 10432 10302 5974
10910,3659 14060 10800 11107 10338 5367 13576 5250 2843 10838
10911,17540 13878 17395 11057 16342 14004 14751 3342 11501 4395
10912,12807 12825 12748 12820 5165 1801 11471 16624 4341 4610
10913,12709 12803 901 257 12544 12332 2716 906 710 909
10914,1894 1887 7804 7797 12832 1484 7809 7766 1879 1883
10915,5557 757 5611 5605 5599 5575 732 5463 5506 5657
10916,5128 14267 5275 11494 8144 5794 6129 15917 8627 10137
10917,11057 16342 9392 5212 2204 10943 6354 2178 7001 3251
10918,13898 15612 4549 6391 8052 6934 8115 14761 3707 5428
10919,4795 14587 10589 11273 11692 3707 149 7305 2381 5823
10920,14500 14107 14109 1446 14473 1633 14102 1946 14491 1402
10921,12825 1946 12820 12807 12748 2544 1229 1503 1117 2538
10922,11102 16928 10274 7377 8277 16920 11100 16922 7374 3389
10923,7347 17900 7355 10906 8054 17907 17830 7317 17954 7319
10924,11692 11694 4719 14397 6530 6493 12584 14923 14917 2846
10925,758 16292 6188 14751 3342 16429 4395 3853 2089 325
10926,758 1890 213 5422 1261 5754 5761 4789 4791 1477
10927,15958 8736 9652 17728 3395 1653 1966 5193 4682 1012
10928,4190 4556 5422 5432 5460 5463 5474 4571 5506 5414
10929,6356 3452 6292 6293 14285 5713 15831 5693 5679 5675
10930,13237 4719 434 3953 439 1725 615 482 3958 1669
10931,1433 2068 17339 15965 2067 10976 5428 11214 6223 597
10932,5433 13231 324 1137 4853 1140 4861 1153 183 895
10933,12943 13237 3113 4695 4046 13884 14652 16875 17343 15646
10934,5745 3086 5730 5732 5734 3091 3101 5751 13889 5752
10935,1946 1446 2671 1521 14102 14107 14473 12457 6623 14109
10936,5928 9520 11633 10962 3799 9945 1833 3839 7433 7851
10937,9897 9908 14786 14790 9869 9879 8247 14811 8233 14777
10938,1187 1261 1153 1176 1181 1137 1213 1283 1270 1107
10939,13472 2597 16834 2569 16832 9718 2553 13473 2637 2612
10940,16957 2678 2655 13981 10048 16959 10044 10060 16954 2690
10941,13231 5275 9555 3817 13357 5128 16781 10660 11155 8627
10942,10238 8054 8531 17495 10066 17553 17556 10060 17159 17578
10943,731 6579 15685 10123 6202 9865 1742 1870 8841 7702
10944,10309 10500 3659 2558 2544 2538 14102 14107 14109 2456
10945,5326 5317 4947 5388 4742 5789 5364 4729 4721 4743
10946,4887 2987 1185 2382 3839 232 2340 7433 7879 5928
10947,6922 15756 13526 5880 1742 10123 6202 1870 5015 17961
10948,11356 15092 2186 11235 11027 788 9332 3868 9125 4205
10949,11356 1687 3251 17340 2186 15092 16394 1492 9332 9751
10950,1793 16437 16451 8009 4009 10845 10831 10857 12442 14439
10951,10500 3659 11409 392 17373 13227 14818 15274 15244 17019
10952,12695 4025 1793 6613 9308 9299 9312 15639 4023 15681
10953,763 3799 7433 998 9520 5632 10962 3839 17126 16863
10954,3130 1005 15109 3351 1647 14285 6356 15230 3769 6259
10955,4719 2987 4887 9392 5212 13237 4265 12920 12926 5920
10956,4719 758 7001 10943 6354 9392 5212 1890 4804 8693
10957,17908 12711 11409 17019 14818 9875 13227 15274 756 3188
10958,1890 758 6579 8841 6922 15756 7702 1185 4887 2987
10959,1890 758 9392 13237 4265 3125 16305 13473 13472 10484
10960,8326 6139 6724 1614 6118 6051 1946 1619 12356 6046
10961,8023 8032 17751 17752 17759 8281 17740 17442 17411 17416
10962,14923 14456 6493 14397 15831 14917 15300 15230 12556 6530
10963,4719 17048 15703 16550 7290 17813 17381 14052 16210 17203
10964,11057 16342 8435 17273 5275 3817 11494 2770 10137 11334
10965,1890 758 13237 6039 4094 6071 6063 6051 6041 1569
10966,13231 16216 16260 16255 16249 16246 16241 16239 16223 16280
10967,1890 758 10500 3659 11166 7645 7031 12391 7625 11170
10968,758 1890 9392 11057 4803 5815 5388 1076 5030 4306
10969,2204 2178 17557 6161 6112 13758 13755 13731 13725 13777
10970,13231 3659 1607 1648 6118 3953 6139 12516 12507 16682
10971,1185 4887 2987 10500 3659 1040 4530 3560 14259 5392
10972,731 8841 1870 6202 10123 9865 6922 15685 17585 1742
10973,14341 6292 5679 921 3130 12740 5693 6293 5675 14285
10974,2987 10302 6940 7083 10432 5245 1185 4887 13231 1384
10975,6947 15996 6724 14851 1533 2657 1464 14491 12415 5713
10976,13237 9118 7577 17188 597 9567 4764 6223 5643 17674
10977,14285 3402 6404 5399 3459 3452 14315 5649 5620 3351
10978,702 703 693 5312 5316 12811 5322 5311 709 710
10979,4265 8326 15636 15641 15653 15654 12645 12644 12661 15683
10980,5530 5517 5596 5577 947 5572 5545 5635 5434 5399
10981,17729 17740 17203 8281 17670 8242 8139 8054 8032 8023
10982,11858 7645 14880 8342 9836 13883 16832 11860 1910 13879
10983,758 1890 5367 10338 14060 11057 16342 2843 13576 5410
10984,9392 5212 952 14341 947 3351 10066 15119 17159 16861
